% ARFF file generated by CSV to ARFF converter
% Generated on 2025-11-08T17:48:41.254Z
% Number of instances: 395
% Number of attributes: 33

@RELATION my_relation

@ATTRIBUTE Escola {"GP","MS"}
@ATTRIBUTE Sexo {"F","M"}
@ATTRIBUTE Idade {"Adult","Teen"}
@ATTRIBUTE Endere_o {"U","R"}
@ATTRIBUTE tamanho_fam_lia {"GT3","LE3"}
@ATTRIBUTE Pais_juntos_ou_separados_ {"A","T"}
@ATTRIBUTE Escolaridade_m_e_ NUMERIC
@ATTRIBUTE Escolaridade_pai_ NUMERIC
@ATTRIBUTE Profiss_o_m_e_ {"at_home","health","other","services","teacher"}
@ATTRIBUTE Profiss_o_pai_ {"teacher","other","services","health","at_home"}
@ATTRIBUTE Motivo_da_escolha_da_escola {"course","other","home","reputation"}
@ATTRIBUTE Mora_com_quem_ {"mother","father","other"}
@ATTRIBUTE Deslocamento {"15 a 30 min","Menos de 15 min","30 min a 1 hora",">1 hora"}
@ATTRIBUTE Tempo_de_estudo {"2 a 5 horas","5 a 10 horas","Menos de 2 horas",">10 horas"}
@ATTRIBUTE Reprova__es {"Sem reprovações","3 reprovações","2 reprovações","1 reprovação"}
@ATTRIBUTE Suporte_escolar {"yes","no"}
@ATTRIBUTE Suporte_familiar_ {"no","yes"}
@ATTRIBUTE Refor_o_ {"no","yes"}
@ATTRIBUTE atividades_extracurricular_ {"no","yes"}
@ATTRIBUTE frequentou_creche_ {"yes","no"}
@ATTRIBUTE quer_gradua__o_ {"yes","no"}
@ATTRIBUTE Acessa_net_em_casa_ {"no","yes"}
@ATTRIBUTE Namora_ {"no","yes"}
@ATTRIBUTE Relacionamento_com_a_fam_lia {"Bom","Mediano","Ruim"}
@ATTRIBUTE Tem_tempo_livre_ {"Tempo livre moderado","Pouco tempo livre","Muito tempo livre"}
@ATTRIBUTE Sai_com_os_amigos_ {"Sai com frequência","Sai moderadamente","Sai pouco com amigos"}
@ATTRIBUTE Consumo_de_alcool_na_semana {"Baixo consumo","Alto consumo","Consumo moderado"}
@ATTRIBUTE Consumo_de_alccol_no_fim_de_semana {"Baixo consumo","Consumo moderado","Alto consumo"}
@ATTRIBUTE Sa_de_regular {"Saúde regular","Boa saúde","Saúde ruim"}
@ATTRIBUTE Faltas {"Média","Alta","Baixa"}
@ATTRIBUTE Nota1 {"Deficiente","Bom","Insuficiente","Excelente"}
@ATTRIBUTE Nota2 {"Deficiente","Bom","Insuficiente","Excelente"}
@ATTRIBUTE Nota_Final {"Deficiente","Insuficiente","Bom","Excelente"}

@DATA
"GP","M","Teen","U","LE3","T",4,2,"teacher","other","course","mother","Menos de 15 min","2 a 5 horas","Sem reprovações","no","no","no","yes","yes","yes","yes","no","Bom","Muito tempo livre","Sai pouco com amigos","Baixo consumo","Consumo moderado","Boa saúde","Baixa","Bom","Bom","Bom"
"GP","M","Teen","U","LE3","T",2,2,"other","other","reputation","mother","15 a 30 min","2 a 5 horas","Sem reprovações","no","yes","no","yes","yes","yes","yes","no","Bom","Muito tempo livre","Sai com frequência","Baixo consumo","Alto consumo","Boa saúde","Baixa","Insuficiente","Insuficiente","Insuficiente"
"GP","F","Teen","R","GT3","T",2,4,"services","health","course","mother","Menos de 15 min","5 a 10 horas","Sem reprovações","yes","yes","yes","yes","yes","yes","yes","no","Bom","Tempo livre moderado","Sai pouco com amigos","Baixo consumo","Baixo consumo","Boa saúde","Baixa","Insuficiente","Deficiente","Deficiente"
"GP","F","Teen","U","GT3","T",2,2,"services","services","home","mother","Menos de 15 min","Menos de 2 horas","2 reprovações","no","yes","yes","no","no","yes","yes","no","Ruim","Pouco tempo livre","Sai pouco com amigos","Baixo consumo","Consumo moderado","Boa saúde","Alta","Deficiente","Deficiente","Deficiente"
"GP","M","Teen","U","GT3","T",2,2,"other","other","home","mother","Menos de 15 min","Menos de 2 horas","Sem reprovações","no","yes","yes","no","yes","yes","yes","no","Bom","Pouco tempo livre","Sai pouco com amigos","Baixo consumo","Baixo consumo","Boa saúde","Baixa","Insuficiente","Insuficiente","Insuficiente"
"GP","M","Teen","U","GT3","T",4,2,"health","services","other","mother","Menos de 15 min","Menos de 2 horas","Sem reprovações","no","no","yes","no","yes","yes","yes","no","Ruim","Pouco tempo livre","Sai com frequência","Baixo consumo","Alto consumo","Saúde ruim","Média","Bom","Bom","Bom"
"GP","M","Teen","U","LE3","A",3,4,"services","other","home","mother","Menos de 15 min","2 a 5 horas","Sem reprovações","yes","yes","no","yes","yes","yes","yes","no","Bom","Tempo livre moderado","Sai moderadamente","Baixo consumo","Baixo consumo","Boa saúde","Média","Insuficiente","Insuficiente","Insuficiente"
"GP","M","Teen","U","GT3","T",4,4,"teacher","teacher","home","mother","Menos de 15 min","2 a 5 horas","Sem reprovações","no","yes","yes","yes","yes","yes","yes","yes","Bom","Muito tempo livre","Sai com frequência","Alto consumo","Alto consumo","Boa saúde","Alta","Insuficiente","Insuficiente","Insuficiente"
"GP","M","Teen","U","GT3","T",4,4,"health","services","home","mother","Menos de 15 min","2 a 5 horas","Sem reprovações","no","yes","yes","no","no","yes","yes","no","Bom","Muito tempo livre","Sai pouco com amigos","Consumo moderado","Alto consumo","Boa saúde","Baixa","Deficiente","Insuficiente","Insuficiente"
"GP","M","Teen","U","GT3","T",4,4,"services","services","reputation","mother","15 a 30 min","2 a 5 horas","Sem reprovações","no","yes","no","yes","yes","yes","yes","no","Bom","Tempo livre moderado","Sai pouco com amigos","Baixo consumo","Baixo consumo","Boa saúde","Baixa","Bom","Bom","Bom"
"GP","M","Teen","R","GT3","T",4,3,"teacher","at_home","course","mother","Menos de 15 min","2 a 5 horas","Sem reprovações","no","yes","no","yes","yes","yes","yes","yes","Bom","Muito tempo livre","Sai pouco com amigos","Baixo consumo","Baixo consumo","Boa saúde","Baixa","Bom","Bom","Bom"
"GP","M","Teen","U","LE3","T",3,3,"other","other","course","mother","Menos de 15 min","2 a 5 horas","Sem reprovações","no","no","no","yes","no","yes","yes","no","Bom","Tempo livre moderado","Sai pouco com amigos","Baixo consumo","Baixo consumo","Saúde ruim","Baixa","Deficiente","Insuficiente","Insuficiente"
"GP","M","Teen","U","GT3","T",3,2,"other","other","home","mother","Menos de 15 min","Menos de 2 horas","Sem reprovações","no","yes","yes","no","no","yes","yes","no","Bom","Muito tempo livre","Sai moderadamente","Baixo consumo","Baixo consumo","Boa saúde","Baixa","Insuficiente","Bom","Bom"
"GP","F","Teen","U","GT3","T",2,3,"other","other","other","father","15 a 30 min","Menos de 2 horas","Sem reprovações","no","yes","no","yes","yes","yes","no","no","Mediano","Muito tempo livre","Sai pouco com amigos","Baixo consumo","Baixo consumo","Boa saúde","Baixa","Deficiente","Deficiente","Deficiente"
"GP","M","Teen","U","LE3","T",4,3,"teacher","services","home","mother","Menos de 15 min","5 a 10 horas","Sem reprovações","no","yes","no","yes","yes","yes","yes","no","Bom","Muito tempo livre","Sai moderadamente","Baixo consumo","Baixo consumo","Boa saúde","Baixa","Bom","Bom","Bom"
"GP","M","Teen","R","GT3","A",4,4,"other","teacher","reputation","mother","15 a 30 min","5 a 10 horas","Sem reprovações","no","yes","no","yes","yes","yes","yes","yes","Ruim","Muito tempo livre","Sai moderadamente","Baixo consumo","Baixo consumo","Boa saúde","Alta","Bom","Bom","Bom"
"GP","F","Teen","R","GT3","T",3,4,"services","health","course","mother","Menos de 15 min","5 a 10 horas","Sem reprovações","yes","yes","yes","yes","yes","yes","yes","no","Bom","Tempo livre moderado","Sai pouco com amigos","Baixo consumo","Baixo consumo","Boa saúde","Baixa","Insuficiente","Insuficiente","Insuficiente"
"GP","F","Teen","R","GT3","T",2,2,"at_home","other","reputation","mother","Menos de 15 min","Menos de 2 horas","Sem reprovações","yes","yes","yes","yes","yes","yes","no","no","Bom","Tempo livre moderado","Sai pouco com amigos","Baixo consumo","Baixo consumo","Saúde ruim","Alta","Bom","Insuficiente","Insuficiente"
"GP","F","Teen","U","LE3","T",2,2,"other","other","home","mother","15 a 30 min","2 a 5 horas","1 reprovação","no","yes","no","yes","no","yes","yes","yes","Mediano","Tempo livre moderado","Sai moderadamente","Baixo consumo","Baixo consumo","Saúde regular","Alta","Deficiente","Insuficiente","Insuficiente"
"GP","M","Teen","U","LE3","T",4,4,"teacher","other","home","other","Menos de 15 min","Menos de 2 horas","Sem reprovações","no","yes","no","no","no","yes","yes","yes","Bom","Muito tempo livre","Sai moderadamente","Baixo consumo","Alto consumo","Boa saúde","Alta","Insuficiente","Insuficiente","Insuficiente"
"GP","M","Teen","U","GT3","T",4,4,"services","teacher","course","father","Menos de 15 min","2 a 5 horas","Sem reprovações","no","yes","no","yes","yes","yes","yes","no","Bom","Tempo livre moderado","Sai moderadamente","Baixo consumo","Baixo consumo","Boa saúde","Baixa","Excelente","Bom","Bom"
"GP","M","Teen","U","GT3","T",2,2,"services","services","course","father","Menos de 15 min","Menos de 2 horas","Sem reprovações","yes","yes","no","no","yes","yes","yes","no","Bom","Muito tempo livre","Sai pouco com amigos","Baixo consumo","Baixo consumo","Saúde ruim","Baixa","Deficiente","Deficiente","Insuficiente"
"GP","F","Teen","U","LE3","T",2,2,"other","at_home","course","father","15 a 30 min","2 a 5 horas","1 reprovação","yes","no","no","yes","yes","yes","yes","no","Bom","Tempo livre moderado","Sai moderadamente","Baixo consumo","Baixo consumo","Boa saúde","Alta","Insuficiente","Insuficiente","Deficiente"
"GP","F","Teen","U","LE3","A",4,3,"other","other","course","mother","Menos de 15 min","2 a 5 horas","Sem reprovações","yes","yes","yes","yes","yes","yes","yes","yes","Bom","Pouco tempo livre","Sai pouco com amigos","Baixo consumo","Baixo consumo","Boa saúde","Alta","Deficiente","Deficiente","Deficiente"
"GP","F","Teen","U","LE3","A",3,3,"other","services","home","mother","Menos de 15 min","2 a 5 horas","Sem reprovações","no","yes","no","no","yes","yes","yes","no","Ruim","Tempo livre moderado","Sai com frequência","Baixo consumo","Alto consumo","Saúde regular","Alta","Insuficiente","Insuficiente","Insuficiente"
"GP","M","Teen","U","GT3","T",4,3,"health","services","reputation","mother","Menos de 15 min",">10 horas","Sem reprovações","no","no","no","yes","yes","yes","yes","no","Bom","Pouco tempo livre","Sai pouco com amigos","Baixo consumo","Baixo consumo","Saúde ruim","Média","Excelente","Excelente","Excelente"
"GP","M","Teen","U","GT3","T",4,2,"teacher","other","home","mother","Menos de 15 min","2 a 5 horas","Sem reprovações","no","yes","yes","no","yes","yes","no","no","Bom","Tempo livre moderado","Sai moderadamente","Baixo consumo","Baixo consumo","Boa saúde","Baixa","Bom","Bom","Bom"
"GP","F","Teen","U","GT3","T",4,4,"services","teacher","other","father","Menos de 15 min","2 a 5 horas","1 reprovação","yes","yes","no","yes","no","yes","yes","no","Bom","Muito tempo livre","Sai com frequência","Baixo consumo","Baixo consumo","Saúde regular","Baixa","Deficiente","Deficiente","Deficiente"
"GP","F","Teen","U","LE3","T",2,2,"services","services","course","mother","30 min a 1 hora","2 a 5 horas","Sem reprovações","no","yes","yes","no","yes","yes","yes","no","Bom","Tempo livre moderado","Sai moderadamente","Baixo consumo","Consumo moderado","Boa saúde","Baixa","Insuficiente","Insuficiente","Insuficiente"
"GP","F","Teen","U","LE3","T",4,2,"health","other","other","mother","Menos de 15 min","2 a 5 horas","Sem reprovações","no","yes","yes","no","yes","yes","yes","no","Bom","Tempo livre moderado","Sai moderadamente","Baixo consumo","Baixo consumo","Boa saúde","Baixa","Insuficiente","Insuficiente","Insuficiente"
"GP","M","Teen","U","LE3","A",4,2,"health","health","other","father","15 a 30 min","Menos de 2 horas","1 reprovação","no","no","no","no","yes","yes","no","no","Bom","Muito tempo livre","Sai com frequência","Consumo moderado","Alto consumo","Boa saúde","Média","Insuficiente","Insuficiente","Insuficiente"
"GP","F","Teen","U","GT3","T",4,4,"services","services","course","mother","Menos de 15 min","Menos de 2 horas","Sem reprovações","yes","yes","yes","no","yes","yes","yes","no","Mediano","Tempo livre moderado","Sai com frequência","Baixo consumo","Consumo moderado","Boa saúde","Baixa","Deficiente","Insuficiente","Insuficiente"
"GP","F","Teen","U","LE3","A",3,3,"other","other","other","mother","Menos de 15 min","Menos de 2 horas","Sem reprovações","no","no","yes","no","yes","yes","yes","no","Bom","Tempo livre moderado","Sai com frequência","Alto consumo","Alto consumo","Saúde ruim","Média","Insuficiente","Insuficiente","Insuficiente"
"GP","F","Teen","U","GT3","A",2,1,"other","other","other","mother","Menos de 15 min","2 a 5 horas","Sem reprovações","no","no","yes","yes","yes","yes","yes","yes","Bom","Tempo livre moderado","Sai com frequência","Baixo consumo","Baixo consumo","Saúde ruim","Alta","Deficiente","Deficiente","Insuficiente"
"GP","F","Teen","U","GT3","A",4,3,"services","services","reputation","mother","Menos de 15 min","2 a 5 horas","Sem reprovações","no","yes","yes","yes","yes","yes","yes","no","Bom","Tempo livre moderado","Sai pouco com amigos","Baixo consumo","Baixo consumo","Saúde ruim","Baixa","Bom","Bom","Bom"
"GP","M","Teen","U","GT3","T",4,4,"teacher","health","reputation","mother","Menos de 15 min","2 a 5 horas","Sem reprovações","no","yes","no","yes","yes","yes","no","no","Mediano","Pouco tempo livre","Sai pouco com amigos","Baixo consumo","Baixo consumo","Boa saúde","Média","Bom","Bom","Bom"
"GP","M","Teen","U","LE3","T",1,2,"other","at_home","home","father","Menos de 15 min","2 a 5 horas","Sem reprovações","yes","yes","no","yes","yes","yes","yes","no","Bom","Tempo livre moderado","Sai pouco com amigos","Baixo consumo","Baixo consumo","Boa saúde","Baixa","Deficiente","Insuficiente","Deficiente"
"GP","F","Teen","U","GT3","T",4,2,"services","other","course","mother","Menos de 15 min","2 a 5 horas","Sem reprovações","no","yes","no","no","yes","yes","yes","no","Bom","Pouco tempo livre","Sai moderadamente","Baixo consumo","Baixo consumo","Boa saúde","Baixa","Bom","Bom","Bom"
"GP","F","Teen","R","GT3","T",4,4,"health","teacher","other","mother","Menos de 15 min","2 a 5 horas","Sem reprovações","no","yes","no","yes","yes","yes","no","no","Ruim","Muito tempo livre","Sai com frequência","Baixo consumo","Consumo moderado","Boa saúde","Média","Insuficiente","Insuficiente","Insuficiente"
"GP","F","Teen","U","GT3","T",1,1,"services","services","course","father",">1 hora","Menos de 2 horas","Sem reprovações","yes","yes","no","yes","no","yes","yes","yes","Bom","Muito tempo livre","Sai com frequência","Alto consumo","Alto consumo","Boa saúde","Média","Insuficiente","Deficiente","Insuficiente"
"GP","F","Teen","U","LE3","T",1,2,"other","services","reputation","father","Menos de 15 min","2 a 5 horas","Sem reprovações","yes","no","no","yes","yes","yes","yes","no","Bom","Muito tempo livre","Sai moderadamente","Baixo consumo","Baixo consumo","Saúde ruim","Média","Deficiente","Insuficiente","Deficiente"
"GP","F","Teen","U","GT3","T",4,3,"teacher","health","home","mother","Menos de 15 min","5 a 10 horas","Sem reprovações","yes","yes","yes","yes","yes","yes","yes","no","Mediano","Muito tempo livre","Sai com frequência","Baixo consumo","Alto consumo","Boa saúde","Baixa","Insuficiente","Deficiente","Deficiente"
"GP","F","Teen","U","LE3","T",4,3,"services","services","reputation","father","Menos de 15 min","2 a 5 horas","Sem reprovações","yes","no","no","yes","yes","yes","yes","yes","Bom","Muito tempo livre","Sai com frequência","Baixo consumo","Alto consumo","Saúde ruim","Baixa","Insuficiente","Insuficiente","Insuficiente"
"GP","F","Teen","U","LE3","T",4,3,"teacher","services","course","mother","30 min a 1 hora","2 a 5 horas","Sem reprovações","no","yes","no","yes","yes","yes","yes","no","Bom","Muito tempo livre","Sai moderadamente","Baixo consumo","Baixo consumo","Saúde ruim","Baixa","Bom","Bom","Bom"
"GP","M","Teen","U","GT3","A",4,4,"other","services","reputation","mother","Menos de 15 min",">10 horas","Sem reprovações","no","yes","no","yes","no","yes","yes","yes","Ruim","Tempo livre moderado","Sai moderadamente","Alto consumo","Alto consumo","Saúde regular","Média","Insuficiente","Insuficiente","Insuficiente"
"GP","F","Teen","U","GT3","T",3,1,"services","other","course","mother","Menos de 15 min",">10 horas","Sem reprovações","yes","yes","yes","no","yes","yes","yes","no","Bom","Tempo livre moderado","Sai moderadamente","Baixo consumo","Baixo consumo","Boa saúde","Média","Deficiente","Deficiente","Deficiente"
"GP","F","Teen","R","LE3","T",2,2,"health","services","reputation","mother","15 a 30 min","2 a 5 horas","Sem reprovações","yes","yes","yes","no","yes","yes","yes","no","Bom","Pouco tempo livre","Sai moderadamente","Baixo consumo","Consumo moderado","Boa saúde","Baixa","Deficiente","Deficiente","Deficiente"
"GP","F","Teen","R","LE3","T",3,1,"other","other","reputation","father","15 a 30 min",">10 horas","Sem reprovações","no","yes","no","no","no","yes","yes","no","Bom","Muito tempo livre","Sai pouco com amigos","Baixo consumo","Consumo moderado","Saúde regular","Alta","Bom","Bom","Bom"
"GP","M","Teen","U","GT3","T",3,1,"other","other","reputation","father","15 a 30 min",">10 horas","Sem reprovações","no","yes","yes","no","yes","yes","yes","no","Bom","Tempo livre moderado","Sai pouco com amigos","Baixo consumo","Baixo consumo","Boa saúde","Baixa","Insuficiente","Bom","Bom"
"GP","M","Teen","U","GT3","T",4,2,"other","other","course","mother","Menos de 15 min",">10 horas","Sem reprovações","no","no","no","no","yes","yes","yes","no","Mediano","Tempo livre moderado","Sai moderadamente","Baixo consumo","Baixo consumo","Saúde regular","Baixa","Insuficiente","Insuficiente","Insuficiente"
"GP","F","Teen","R","GT3","T",1,1,"other","other","reputation","mother","Menos de 15 min","2 a 5 horas","2 reprovações","yes","yes","no","no","no","yes","yes","yes","Mediano","Tempo livre moderado","Sai com frequência","Baixo consumo","Alto consumo","Boa saúde","Baixa","Deficiente","Deficiente","Deficiente"
"GP","M","Teen","U","GT3","T",3,1,"other","other","reputation","mother","Menos de 15 min","Menos de 2 horas","Sem reprovações","no","no","no","yes","yes","yes","no","no","Bom","Tempo livre moderado","Sai pouco com amigos","Baixo consumo","Baixo consumo","Boa saúde","Baixa","Insuficiente","Insuficiente","Bom"
"GP","F","Teen","U","GT3","T",3,3,"other","services","home","mother","Menos de 15 min","2 a 5 horas","Sem reprovações","yes","yes","yes","yes","yes","yes","yes","no","Bom","Tempo livre moderado","Sai moderadamente","Baixo consumo","Alto consumo","Boa saúde","Alta","Insuficiente","Insuficiente","Insuficiente"
"GP","M","Teen","U","GT3","T",4,3,"teacher","other","home","mother","Menos de 15 min","2 a 5 horas","Sem reprovações","no","yes","yes","yes","yes","yes","yes","no","Bom","Tempo livre moderado","Sai moderadamente","Baixo consumo","Consumo moderado","Boa saúde","Média","Deficiente","Deficiente","Insuficiente"
